Name,Ethnicon,Characterization,Note,Work,Sub_Work,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
Polemo,,,,"πρὸς Ἀράνθιον ἐπιστολή",,15,15.696f,15.52,,
Polemo,,,,"περὶ Ἄρτου",,3,3.108f,3.72@3.73,,
Polemo,,,,"πρὸς Ἄτταλον ἐπιστολή",,8,8.346b,8.36,,
Polemo,,,,"περὶ τοῦ Δίου κωδίου",,11,11.478c,11.56,,
Polemo,,,,"Ἑλλαδικός. Πολέμων ἢ ὅστις ἐστὶν ὁ ποιήσας τὸν ἐπιγραφόμενον Ἑλλαδικόν",,11,11.479f,11.59,,
Polemo,,,,"Ἑλλαδικός. Πολέμων ἢ ὅστις ἐστὶν ὁ ποιήσας τὸν ἐπιγραφόμενον Ἑλλαδικόν",,13,13.606a,13.84,,
Polemo,,,,"Ἑλλαδικός. Πολέμων ἢ ὅστις ἐστὶν ὁ ποιήσας τὸν ἐπιγραφόμενον Ἑλλαδικόν",,13,13.606b,13.84@13.85,,
Polemo,,,,"περὶ τῶν κατὰ πόλεις ἐπιγραμμάτων",,10,10.436d,10.47@10.48,,
Polemo,,,,"περὶ τῶν κατὰ πόλεις ἐπιγραμμάτων",,10,10.442e,10.59@10.60,,
Polemo,,,,"περὶ θαυμασίων",,12,12.552b,12.76@12.77,,
Polemo,,,,"περὶ τῶν ἐν Καρχηδόνι πέπλων",,12,12.541b,12.58,,
Polemo,,,,"περὶ τῶν ἐν Λακεδαίμονι ἀναθημάτων",,13,13.574c,13.33@13.34,,
Polemo,,,,"περὶ περὶ Μορύχου",,3,3.109a,3.73,,
Polemo,,,,"περὶ περὶ Μορύχου",,11,11.462c,11.6@11.7,,
Polemo,,,,"πρὸς Νεάνθην ἀντιγραφαί",,13,13.602f,13.79,,
Polemo,,,,"περὶ ὀνομάτων ἀδόξων ἐπιστολή",,9,9.409d,9.77,,
Polemo,,,,"περὶ παρασίτων",,6,6.234c,6.25@6.26,,
Polemo,,,,"περὶ παρασίτων",,6,6.234d,6.26,,
Polemo,,,,"περὶ τῆς ποικίλης στοᾶς τῆς ἐν Σικυῶνι",,6,6.253b,6.62,,
Polemo,,,,"περὶ τῆς ποικίλης στοᾶς τῆς ἐν Σικυῶνι",,13,13.577c,13.38,,
Polemo,,,,"περὶ Σαμοθράκης",,9,9.372a,9.13,,
Polemo,,,,"περὶ τῶν ἐν Σικελία ποταμῶν",,7,7.307b,7.77@7.78,,
Polemo,,,,"περὶ τῶν ἐν Σικυῶνι πινάκων",,13,13.567b,13.21,,
Polemo,,,,"περὶ τοῦ παρὰ Ξενοφῶντος κανάθρου",,2,2.56a,2.45@2.46@2.47,,
Polemo,,,,"περὶ τοῦ παρὰ Ξενοφῶντος κανάθρου",,4,4.138e,4.16,,
Poliochus,,comicus,,,,2,2.60c,2.56,,
Poliochus,,comicus,,Κορινθιαστής,,7,7.313c,7.92@7.93,,
Pollux,Parianus,,,,,11,11.784d,11.29@11.30,,
Polybius,Megalopolitanus,,,,,1,1.16c,1.28,,
Polybius,Megalopolitanus,,,,,1,1.31d,1.57,,
Polybius,Megalopolitanus,,,,,2,2.45c,2.23,,
Polybius,Megalopolitanus,,,,,6,6.273a,6.104@6.105,,
Polybius,Megalopolitanus,,,,,6,6.273b,6.105,,
Polybius,Megalopolitanus,,,Ἱστορίαι,βʹ,10,10.439f,10.54,,
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626a,14.21@14.22,,"range start"
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626b,14.22,,range
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626c,14.22,,range
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626d,14.22,,range
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626e,14.22,,range
Polybius,Megalopolitanus,,,Ἱστορίαι,δʹ,14,14.626f,14.22@14.23,,"range end"
Polybius,Megalopolitanus,,,Ἱστορίαι,ϛʹ,3,3.95d,3.48,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ϛʹ,10,10.440e,10.56,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ζʹ,12,12.528a,12.35@12.36,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ηʹ,6,6.252c,6.60,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ηʹ,14,14.634b,14.34@14.35,,
Polybius,Megalopolitanus,,,Ἱστορίαι,θʹ,10,10.424c,10.23,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιβʹ,3,3.78f,3.15,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιβʹ,9,9.400f,9.63,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιγʹ,6,6.251e,6.59,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιγʹ,12,12.527b,12.33,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιδʹ,6,6.251e,6.59,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιδʹ,10,10.425f,10.26@10.27,,
Polybius,Megalopolitanus,,,Ἱστορίαι,ιδʹ,13,13.576f,13.37,,
Polybius,Megalopolitanus,,,Ἱστορίαι,κʹ,10,10.418a,10.11,,
Polybius,Megalopolitanus,,,Ἱστορίαι,κʹ,10,10.439e,10.53@10.54,,
Polybius,Megalopolitanus,,,Ἱστορίαι,κςʹ,10,10.439a,10.52,,
Polybius,Megalopolitanus,,,Ἱστορίαι,κςʹ,10,10.445d,10.64,,
Polybius,Megalopolitanus,,,Ἱστορίαι,κθʹ,10,10.440a,10.54,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λʹ,14,14.615a,14.3@14.4,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λαʹ,5,5.193d,5.21,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λαʹ,10,10.439b,10.52@10.53,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λαʹ,6,6.274f,6.109,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λβʹ,10,10.440b,10.54@10.55,,
Polybius,Megalopolitanus,,,Ἱστορίαι,γλʹ,10,10.440b,10.54@10.55,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λδʹ,7,7.302c,7.64,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λδʹ,8,8.330c,8.1,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λδʹ,8,8.332a,8.4,,
Polybius,Megalopolitanus,,,Ἱστορίαι,λδʹ,14,14.651d,14.65,,
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.675f,15.17@15.18,,"range start"
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676a,15.18,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676b,15.18,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676c,15.18,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676d,15.18,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676e,15.18@15.19,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.676f,15.19,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677a,15.19,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677b,15.19@15.20,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677c,15.20,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677d,15.20@15.21,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677e,15.21,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.677f,15.21,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.678a,15.22,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.678b,15.22,,range
Polycharmus,Naucratita,,,"περὶ Ἀφροδίτης",,15,15.678c,15.22,,"range end"
Polycletus,Larissaeus,,,Ἱστορίαι,,12,12.539a,12.54@12.55,,
Polycrates,,,,Λακωνικά,,4,4.139d,4.17,,
Polycrates,Atheniensis,sophista,,"περὶ ἀφροδισίων",,8,8.335c,8.13,,
Polycrates,Atheniensis,sophista,,"περὶ ἀφροδισίων",,8,8.335d,8.13,,
Polyzelus,,comicus,,"Μουσῶν γοναί",,9,9.370f,9.10@9.11,,
Polyzelus,Rhodius,,,Ῥοδιακά,,1,1.31e,1.57,,
Polyzelus,Rhodius,,,Ῥοδιακά,,8,8.361c,8.61@8.62,,
Posidippus,,comicus,"ad quem epistola a Lynceo data",,,14,14.652d,14.67,,
Posidippus,,comicus,,,,1,1.32b,1.58,,
Posidippus,,comicus,,,,14,14.658f,14.77,,
Posidippus,,comicus,,Ἀναβλέπων,,14,14.661f,14.81,,
Posidippus,,comicus,,Ἀποκλειομένη,,7,7.301c,7.60@7.61,,
Posidippus,,comicus,,Ἀποκλειομένη,,14,14.659c,14.77,,
Posidippus,,comicus,,Ἐφεσία,,13,13.591e,13.60,,
Posidippus,,comicus,,Λοκρίδες,,3,3.87f,3.34@3.35,,
Posidippus,,comicus,,Μεταφερόμενος,,3,3.118b,3.87,,
Posidippus,,comicus,,Παιδίον,,3,3.94c,3.47,,
Posidippus,,comicus,,Πορνοβοσκός,,4,4.154f,4.41,,
Posidippus,,comicus,,Σύντροφοι,,14,14.659c,14.77,,
Posidippus,,comicus,,Χορεύουσαι,,9,9.376e,9.19@9.20,,"range start"
Posidippus,,comicus,,Χορεύουσαι,,9,9.376f,9.20,,range
Posidippus,,comicus,,Χορεύουσαι,,9,9.377a,9.20,,range
Posidippus,,comicus,,Χορεύουσαι,,9,9.377b,9.20,,range
Posidippus,,comicus,,Χορεύουσαι,,9,9.377c,9.20,,"range end"
Posidippus,,,,Ἐπιγράμματα,,7,7.318d,7.106,,
Posidippus,,,,Ἐπιγράμματα,,10,10.412d,10.3@10.4,,
Posidippus,,,,Ἐπιγράμματα,,10,10.412e,10.4,,
Posidippus,,,,Ἐπιγράμματα,,10,10.414d,10.6@10.7,,
Posidippus,,,,Ἐπιγράμματα,,10,10.415b,10.7@10.8,,
Posidippus,,,,Ἐπιγράμματα,,13,13.596c,13.69,,
Posidippus,,,,Αἰθιοπία,,13,13.596c,13.69,,
Posidippus,,,,Ἀσωπία,,11,11.491c,11.80,,
Posidonius,Corinthius,,,Ἁλιευτικά,,1,1.13b,1.22,,
Posidonius,,stoicus,,,,4,4.151e,4.35@4.36,,
Posidonius,,stoicus,,,,4,4.176b,4.78,,
Posidonius,,stoicus,"ab Athenaeo cum Panaetio confusus",,,12,12.550d,12.74,,
Posidonius,,stoicus,"ab Athenaeo cum Panaetio confusus",,,14,14.657f,14.75,,
Posidonius,,stoicus,,Ἱστορίαι,,1,1.28d,1.50@1.51,,
Posidonius,,stoicus,,Ἱστορίαι,,2,2.45f,2.24,,
Posidonius,,stoicus,,Ἱστορίαι,,4,4.151e,4.35@4.36,"V cap. 48-53",
Posidonius,,stoicus,,Ἱστορίαι,,6,6.233d,6.23,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.233f,6.24,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.266e,6.90@6.91,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.272e,6.104,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.273b,6.105,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.274a,6.107,,
Posidonius,,stoicus,,Ἱστορίαι,,6,6.275a,6.109,,
Posidonius,,stoicus,,Ἱστορίαι,,7,7.279e,7.10,,
Posidonius,,stoicus,,Ἱστορίαι,,8,8.333b,8.6@8.7,,
Posidonius,,stoicus,,Ἱστορίαι,,9,9.401a,9.63,,
Posidonius,,stoicus,,Ἱστορίαι,,14,14.635c,14.36@14.37,,
Posidonius,,stoicus,,Ἱστορίαι,,14,14.635d,14.37,,
Posidonius,,stoicus,,Ἱστορίαι,βʹ,4,4.153c,4.38,,
Posidonius,,stoicus,,Ἱστορίαι,γʹ,4,4.176b,4.78,,
Posidonius,,stoicus,,Ἱστορίαι,γʹ,14,14.649d,14.61,,
Posidonius,,stoicus,,Ἱστορίαι,δʹ,4,4.153b,4.38,,
Posidonius,,stoicus,,Ἱστορίαι,δʹ,6,6.252e,6.61,,
Posidonius,,stoicus,,Ἱστορίαι,εʹ,4,4.152f,4.37@4.38,,
Posidonius,,stoicus,,Ἱστορίαι,ζʹ,12,12.549e,12.73,,
Posidonius,,stoicus,,Ἱστορίαι,ηʹ,12,12.542b,12.59@12.60,,
Posidonius,,stoicus,,Ἱστορίαι,ιαʹ,6,6.263e,6.84,,
Posidonius,,stoicus,,Ἱστορίαι,ιδʹ,5,5.210d,5.46,,
Posidonius,,stoicus,,Ἱστορίαι,ιδʹ,12,12.540b,12.56,,
Posidonius,,stoicus,,Ἱστορίαι,ιςʹ,4,4.153a,4.38,,
Posidonius,,stoicus,,Ἱστορίαι,ιςʹ,10,10.439e,10.53@10.54,,
Posidonius,,stoicus,,Ἱστορίαι,ιςʹ,5,5.210f,5.46,,
Posidonius,,stoicus,,Ἱστορίαι,ιςʹ,12,12.527e,12.34@12.35,,
Posidonius,,stoicus,,Ἱστορίαι,κβʹ,13,13.594e,13.67,,
Posidonius,,stoicus,,Ἱστορίαι,κγʹ,4,4.152f,4.37@4.38,,
Posidonius,,stoicus,,Ἱστορίαι,κγʹ,4,4.154a,4.39@4.40,,
Posidonius,,stoicus,,Ἱστορίαι,κγʹ,6,6.246c,6.48@6.49,,
Posidonius,,stoicus,,Ἱστορίαι,κςʹ,11,11.466b,11.15,,
Posidonius,,stoicus,,Ἱστορίαι,κζʹ,9,9.369c,9.8,,
Posidonius,,stoicus,,Ἱστορίαι,κηʹ,5,5.210e,5.46,,
Posidonius,,stoicus,,Ἱστορίαι,κηʹ,12,12.540a,12.55@12.56,,
Posidonius,,stoicus,,Ἱστορίαι,κηʹ,12,12.540b,12.56,,
Posidonius,,stoicus,,Ἱστορίαι,κηʹ,14,14.629c,14.26,,
Posidonius,,stoicus,,Ἱστορίαι,λʹ,4,4.153e,4.39,,
Posidonius,,stoicus,,Ἱστορίαι,λδʹ,6,6.246d,6.49,,
Posidonius,,stoicus,,Ἱστορίαι,λςʹ,11,11.494f,11.87@11.88@11.89,,
Posidonius,,stoicus,,Ἱστορίαι,μζʹ,12,12.550b,12.73@12.74,,
Posidonius,,stoicus,,Ἱστορίαι,μθʹ,4,4.168d,4.66,,
Possis,Magnesius,,,Ἀμαζονίς,γʹ,7,7.296d,7.47,,
Possis,Magnesius,,,Μαγνητικά,γʹ,12,12.533d,12.45,,
Pratinas,,,,,,11,11.461e,11.4@11.5,,
Pratinas,,,,,,14,14.624f,14.19,,
Pratinas,,,,,,14,14.633a,14.33,,
Pratinas,,,,"Δύμαιναι ἢ Καρυάτιδες",,9,9.392f,9.48,,
Pratinas,,,,Ὑπόρχημα,,14,14.617c,14.8,,"range start"
Pratinas,,,,Ὑπόρχημα,,14,14.617d,14.8,,range
Pratinas,,,,Ὑπόρχημα,,14,14.617e,14.8,,range
Pratinas,,,,Ὑπόρχημα,,14,14.617f,14.8@14.9,,"range end"
Praxilla,Sicyonia,,,,,13,13.603a,13.79@13.80,,
Praxilla,Sicyonia,,,,,15,15.694a,15.49,,
Promathidas,Heracleota,,,,,11,11.489b,11.77,,
Promathidas,Heracleota,,,Ἡμίαμβοι,,7,7.296b,7.47,,
Protagorides,Cyzicenus,,,"Ἀκροάσεις ἐρωτικαί",,4,4.162c,4.54,,
Protagorides,Cyzicenus,,,"περὶ Δαφνικῶν ἀγώνων",αʹ,4,4.150c,4.33,,
Protagorides,Cyzicenus,,,"περὶ τῶν ἐπὶ Δάφνῃ πανηγύρεων",βʹ,4,4.176a,4.78,,
Protagorides,Cyzicenus,,,"περὶ τῶν ἐπὶ Δάφνῃ πανηγύρεων",βʹ,4,4.183f,4.82,,
Protagorides,Cyzicenus,,,"Κωμικαὶ (?) ἱστορίαι",,3,3.124e,3.98,,
Proxenus,,,,"Λακωνικῆς Πολιτείας",βʹ,6,6.267c,6.93,,
Ptolemaeus,,Euergetes,,,,2,2.61c,2.57@2.58@2.59,,
Ptolemaeus,,Euergetes,,,,4,4.184c,4.83@4.84,,
Ptolemaeus,,Euergetes,,,,12,12.549d,12.72@12.73,,
Ptolemaeus,,Euergetes,"Aristarchi discipulus",,,2,2.71b,2.84,,
Ptolemaeus,,Euergetes,,"Ὑπομνήματα (viginti quattuor libris comprehensa)",,14,14.654d,14.69@14.70,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,αʹ,10,10.438e,10.52,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,βʹ,2,2.71b,2.84,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,βʹ,9,9.387e,9.38,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,γʹ,13,13.576e,13.37,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,δʹ,2,2.43e,2.19,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,εʹ,10,10.438e,10.52,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,ηʹ,6,6.229d,6.15@6.16,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,ηʹ,12,12.518f,12.16,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,θʹ,9,9.375d,9.17,,
Ptolemaeus,,Euergetes,,Ὑπομνήματα,ιβʹ,14,14.654b,14.69,,
Ptolemaeus,,"Agesarchi filius",,"περὶ τὸν Φιλοπάτορα ἱστορίαι",,13,13.577f,13.39@13.40,,
Ptolemaeus,,"Agesarchi filius",,"περὶ τὸν Φιλοπάτορα ἱστορίαι",,13,13.578a,13.40,,
Ptolemaeus,,"Agesarchi filius",,"περὶ τὸν Φιλοπάτορα ἱστορίαι",βʹ,6,6.246c,6.48@6.49,,
Ptolemaeus,,"Agesarchi filius",,"περὶ τὸν Φιλοπάτορα ἱστορίαι",γʹ,10,10.425e,10.26,,
Ptolemaeus,,"Agesarchi filius",,"περὶ τὸν Φιλοπάτορα ἱστορίαι",γʹ,10,10.425f,10.26@10.27,,
Ptolemaeus,Alexandrinus,"ὁ τοῦ Ἀριστονίκου",,,,11,11.481e,11.63,,
Pylades,,,,"περὶ ὀρχήσεως",,1,1.20d,1.36@1.37,,
Pyres,Milesius,,,"Ἰωνικὰ ποιήματα",,14,14.620e,14.13,,
Pyrgion,,,,"ἐν τρίτω Κρητικῶν νομίμων",,4,4.143e,4.22,,
Pyrrhander,,,,"περὶ αὐλητῶν",,14,14.634d,14.35,,
Pyrrho,Eleus,,,,,10,10.419d,10.14,,
Pyrrho,Eleus,,,,,10,10.419e,10.14@10.15,,
Pythaenetus,,,,"ἐν τρίτῳ περὶ Αἰγίνης",,13,13.589f,13.56,,
Pythagoras,,,,"περὶ τῆς ἐρυθρᾶς θαλάσσης",,4,4.183f,4.82,,
Pythagoras,,,,"περὶ τῆς ἐρυθρᾶς θαλάσσης",,14,14.634a,14.34,,
Pytheas,,orator,,,,2,2.44e,2.22,,
Pytheas,,orator,,,,2,2.44f,2.22,,
Pythermus,Ephesius,,,Ἱστορίαι,,2,2.44c,2.21,,
Pythermus,Ephesius,,,Ἱστορίαι,,2,2.51f,2.37,,
Pythermus,Ephesius,,,Ἱστορίαι,,7,7.289f,7.34@7.35,,
Pythermus,Teius,,,,,14,14.625c,14.20,,
Pytho,"Catanaeus aut Byzautinus",,,Ἀγήν,,2,2.50f,2.35,,
Pytho,"Catanaeus aut Byzautinus",,,Ἀγήν,,13,13.586d,13.50,,
Pytho,"Catanaeus aut Byzautinus",,,Ἀγήν,,13,13.595e,13.68,,
Pytho,"Catanaeus aut Byzautinus",,,Ἀγήν,,13,13.595f,13.68,,
"Quintilii fratres",,,,Γεωργικὰ,γʹ,14,14.649d,14.61," e",
Rhianus,,,,Ἐπιγράμματα,,11,11.499d,11.100,,
Rhianus,,,,Ἡράκλεια,αʹ,3,3.82b,3.22@3.23,,
Rhinthon,,,,Ἀμφιτρύων,,3,3.111c,3.76,,
Rhinthon,,,,Ἡρακλῆς,,11,11.500f,11.102@11.103,,
Rutilius,Romanus,,"auctore Apicio in exsilium pulsus",,,4,4.168e,4.66@4.67,,
Rutilius,Romanus,,,"τὴν Πωμαϊκὴν ἱστορίαν τῇ Ἑλλήνων φωνῇ ἐκδέδωκε",,4,4.168e,4.66@4.67,,
Rutilius,Romanus,,,"τὴν Πωμαϊκὴν ἱστορίαν τῇ Ἑλλήνων φωνῇ ἐκδέδωκε",,6,6.274c,6.107@6.108,,
Rutilius,Romanus,,,"τὴν Πωμαϊκὴν ἱστορίαν τῇ Ἑλλήνων φωνῇ ἐκδέδωκε",,12,12.543b,12.61,,
Sacadas,Argivus,,,"Ἰλίου Πέρσις",,13,13.610c,13.91,,
Salpa,Lesbia,,,Παίγνια,,7,7.321f,7.118,,
Salpa,Lesbia,,,Παίγνια,,7,7.322a,7.118,,
Sanchoniathon,,,,,,0,,,,"vide Suniaethon"
Sannyrion,,,,,,6,6.261f,6.80,,
Sannyrion,,,,Γέλως,,7,7.286c,7.26,,
Sannyrion,,,,Γέλως,,12,12.551c,12.75,,
Sappho,,,,,,1,1.21b,1.38,,
Sappho,,,,,,1,1.21c,1.38,,
Sappho,,,,,,2,2.39a,2.8,,
Sappho,,,,,,2,2.54f,2.44,,
Sappho,,,,,,2,2.57d,2.49@2.50,,
Sappho,,,,,,4,4.182f,4.80,,
Sappho,,,,,,9,9.391f,9.46,,
Sappho,,,,,,9,9.410d,9.79,,
Sappho,,,,,,9,9.410e,9.79,,
Sappho,,,,,,10,10.424f,10.24,,
Sappho,,,,,,10,10.425d,10.25@10.26,,
Sappho,,,,,,10,10.425e,10.26,,
Sappho,,,,,,11,11.460d,11.2@11.3,,
Sappho,,,,,,11,11.463e,11.9@11.10,,
Sappho,,,,,,11,11.475a,11.49,,
Sappho,,,,,,12,12.554b,12.79,,
Sappho,,,,,,13,13.564d,13.17,,
Sappho,,,,,,13,13.571d,13.28,,
Sappho,,,,,,13,13.596b,13.68@13.69,,
Sappho,,,,,,13,13.596c,13.69,,
Sappho,,,,,,13,13.599d,13.72,,
Sappho,,,,,,13,13.605e,13.84,,
Sappho,,,,,,15,15.674d,15.16,,
Sappho,,,,,,15,15.674e,15.16,,
Sappho,,,,,,15,15.687a,15.34@15.35,,
Sappho,,,,,,15,15.690e,15.42,,
Satyrus,,peripateticus,,,,12,12.534b,12.46@12.47,,
Satyrus,,peripateticus,,,,13,13.556a,13.2,,
Satyrus,,peripateticus,,Βίοι,,6,6.250f,6.57,,
Satyrus,,peripateticus,,Βίοι,,12,12.541c,12.58,,
Satyrus,,peripateticus,,Βίοι,,13,13.584a,13.46,,
Satyrus,,peripateticus,,"Φιλίππου βίος",,6,6.248d,6.53,,
Satyrus,,peripateticus,,"Φιλίππου βίος",,6,6.248f,6.53@6.54,,
Satyrus,,peripateticus,,"Φιλίππου βίος",,13,13.557c,13.5,,"range start"
Satyrus,,peripateticus,,"Φιλίππου βίος",,13,13.557d,13.5,,range
Satyrus,,peripateticus,,"Φιλίππου βίος",,13,13.557e,13.5@13.6,,"range end"
Scamon,,,,"περὶ εὑρημάτων",,14,14.637b,14.40@14.41,,
Scamon,,,,"περὶ εὑρημάτων",αʹ,14,14.630b,14.28,,
Sclerias,Tarentinus,,,Μελέαγρος,,9,9.402b,9.65,,
Scylax,,,"aut Polemon",,,2,2.70b,2.82,,
Scythinus,Teius,,,Ἱστορίη,,11,11.461f,11.5,,
Seleucus,,,,,,1,1.21d,1.38@1.39,,
Seleucus,,,,,,2,2.40c,2.11,,
Seleucus,,,,,,3,3.114d,3.81,,
Seleucus,,,,,,4,4.155d,4.42,,
Seleucus,,,,,,4,4.172d,4.72,,
Seleucus,,,,,,5,5.188f,5.14,,
Seleucus,,,,,,6,6.267c,6.93,,
Seleucus,,,,,,11,11.495c,11.90@11.91,,
Seleucus,,,,,,11,11.500b,11.101,,
Seleucus,,,,,,14,14.658d,14.76,,
Seleucus,,,,,,15,15.678c,15.22,,
Seleucus,,,,,,15,15.699e,15.57,,
Seleucus,,,,Γλῶσσαι,,2,2.50a,2.33,,
Seleucus,,,,Γλῶσσαι,,2,2.52c,2.39,,
Seleucus,,,,Γλῶσσαι,,3,3.76f,3.11,,
Seleucus,,,,Γλῶσσαι,,3,3.77d,3.12,,
Seleucus,,,,Γλῶσσαι,,11,11.487a,11.73,,
Seleucus,,,,Γλῶσσαι,,14,14.645d,14.53,,
Seleucus,,,,Γλῶσσαι,,15,15.678a,15.22,,
Seleucus,,,,Γλῶσσαι,,15,15.678c,15.22,,
Seleucus,,,,"περὶ Ἑλληνισμοῦ",,9,9.367a,9.2,,
Seleucus,,,,"περὶ Ἑλληνισμοῦ",εʹ,9,9.398a,9.57,,
Seleucus,,"Mnesiptolemi filius",,"Ἱλαρὰ ἄσματα",,15,15.697d,15.53,,
Seleucus,,"Mnesiptolemi filius",,"Ἱλαρὰ ἄσματα",,15,15.697e,15.53@15.54,,
Seleucus,Tarsensis,,,Ἁλιευτικός,,1,1.13c,1.22,,
Seleucus,Tarsensis,,,Ἁλιευτικός,,7,7.320a,7.113,,
Semus,Delius,,,,,1,1.30c,1.55,,
Semus,Delius,,,,,2,2.38a,2.6,,
Semus,Delius,,,,,2,2.71c,2.84@2.85,,
Semus,Delius,,,,,11,11.502b,11.105@11.106@11.107,,
Semus,Delius,,,Δηλιάς,αʹ,14,14.637b,14.40@14.41,,
Semus,Delius,,,Δηλιάς,βʹ,8,8.335a,8.12,,
Semus,Delius,,,Δηλιάς,βʹ,14,14.645b,14.53,,
Semus,Delius,,,Δηλιάς,δʹ,4,4.173e,4.74,,
Semus,Delius,,,Δηλιάς,δʹ,15,15.676f,15.19,,
Semus,Delius,,,Δηλιάς,εʹ,11,11.469c,11.37@11.38,,
Semus,Delius,,,Δηλιάς,εʹ,14,14.614a,14.2,,
Semus,Delius,,,Δηλιάς,ςʹ,8,8.331f,8.3,,
Semus,Delius,,,Δηλιάς,ηʹ,3,3.109f,3.74,,
Semus,Delius,,,Δηλιάς,ηʹ,11,11.469c,11.37@11.38,,
Semus,Delius,,,Νησιάς,βʹ,3,3.123d,3.96,,
Semus,Delius,,,"περὶ παιάνων",,14,14.618d,14.10,,
Semus,Delius,,,"περὶ παιάνων",,14,14.622a,14.15@14.16,,"range start"
Semus,Delius,,,"περὶ παιάνων",,14,14.622b,14.16,,range
Semus,Delius,,,"περὶ παιάνων",,14,14.622c,14.16,,range
Semus,Delius,,,"περὶ παιάνων",,14,14.622d,14.16@14.17,,"range end"
Silenus,,,,,,11,11.783b,11.24,,
Silenus,,,,Γλῶσσαι,,11,11.468a,11.33,,
Silenus,,,,Γλῶσσαι,,11,11.475d,11.50,,
Silenus,,,,Γλῶσσαι,,11,11.478e,11.57,,
Silenus,,,,Γλῶσσαι,,11,11.482f,11.65,,
Silenus,,,,Γλῶσσαι,,14,14.644f,14.52@14.53,,
Silenus,,,,Γλῶσσαι,,15,15.677c,15.20,,
Silenus,,,,Γλῶσσαι,,15,15.699e,15.57,,
Silenus,Calactinus,,,Σικελικά,γʹ,12,12.542a,12.59,,
Simaristus,,,,,,11,11.478c,11.56,,
Simaristus,,,,,,11,11.481d,11.62@11.63,,
Simaristus,,,,,,11,11.483a,11.65,,
Simaristus,,,,Συνώνυμα,γʹ,3,3.99d,3.55,,
Simaristus,,,,Συνώνυμα,γʹ,9,9.395f,9.52@9.53,,
Simaristus,,,,Συνώνυμα,γʹ,9,9.399a,9.58@9.59,,
Simaristus,,,,Συνώνυμα,δʹ,9,9.395f,9.52@9.53,,
