Name,Ethnicon_1,Ethnicon_2,Ethnicon_3,Characterization,Note,Work,Sub_Work,Note_Work,Passage,Book,Casaubon_Reference,Kaibel_Reference,Asterisk,Note_Reference,Is_Range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547a13,3,3.89f,3.38@3.39,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.88c,3.35,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.88d,3.35@3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.88e,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.88f,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89a,3.36@3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89b,3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89c,3.37@3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89d,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89e,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b3,3,3.89f,3.38@3.39,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.88c,3.35,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.88d,3.35@3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.88e,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.88f,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89a,3.36@3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89b,3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89c,3.37@3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89d,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89e,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,547b18,3,3.89f,3.38@3.39,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.88c,3.35,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.88d,3.35@3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.88e,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.88f,3.36,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89a,3.36@3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89b,3.37,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89c,3.37@3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89d,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89e,3.38,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,548a22,3,3.89f,3.38@3.39,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,544b2,11,11.489f,11.79,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,549b31,7,7.317d,7.103@7.104,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,549b31,7,7.317e,7.104,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,550b4,7,7.317d,7.103@7.104,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,550b4,7,7.317e,7.104,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,550b14,7,7.326d,7.130,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,560b25,9,9.394c,9.50,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,560b25,9,9.394d,9.50@9.51,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,613a2,9,9.394f,9.51,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,"fr. 273",7,7.328f,7.137,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,"fr. 281",7,7.294d,7.43,,adn.,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,"fr. 292",7,7.312c,7.90,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)","ἐν πέμπτῳ",,"fr. 301",7,7.324e,7.125,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato","h. an. 543a12",7,7.303d,7.67,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",543b3,7,7.328b,7.136,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",544b2,11,11.489f,11.79,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a3,7,7.298c,7.52,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a3,7,7.298d,7.52@7.53,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a15-17,7,7.298c,7.52,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a15-17,7,7.298d,7.52@7.53,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a20,7,7.298c,7.52,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",570a20,7,7.298d,7.52@7.53,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",591b2,7,7.308a,7.80,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",591b2,7,7.308b,7.80,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",598ab,7,7.301e,7.63,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",598ab,7,7.303c,7.66@7.67,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",602a25,7,7.302b,7.63@7.64,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",602a25,7,7.302c,7.64,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",614a2,9,9.389c,9.42,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",614a2,9,9.389d,9.42,,,range
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",614a2,9,9.389e,9.42,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",614a7,9,9.391d,9.45@9.46,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",614a7,9,9.391e,9.46,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",617a18,2,2.64f,2.67@2.68,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",617a18,2,2.65a,2.68,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","(περὶ) Ζῴων Μορίων vel Μορίων (om. Ζῴων)",,"libro non nominato",617b31,9,9.391c,9.45,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τοῖς Θαυμασίοις",,,"c. 96",12,12.541a,12.57@12.58,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τοῖς Θαυμασίοις",,,"c. 96",12,12.541b,12.58,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 89",2,2.40d,2.11@2.12,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 90",2,2.44d,2.21@2.22,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 91",14,14.641b,14.47,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 91",14,14.641d,14.48,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 91",14,14.641e,14.48,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 92",1,1.34b,1.61,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 92",10,10.447a,10.66@10.67,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 92",10,10.447b,10.67,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 93",10,10.429c,10.34,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 93",10,10.429d,10.34,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 95",10,10.429f,10.34@10.35,*,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 96",11,11.464c,11.11,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Μέθης",,,"fr. 97",11,11.496f,11.96@11.97,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Meteorol.,,,380b21?,14,14.656b,14.72,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","Νόμιμα Τυρρηνῶν",,,"fr. 556",1,1.23d,1.42,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","Νόμοι Συμποτικοί",,,"fr. 167",5,5.186b,5.2,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","Βασιλικοὶ Νόμοι",,,ibid.,1,1.3f,1.5,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῷ περὶ Ποιητῶν",,,"fr. 55",11,11.505c,11.112,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν Αἰγινητῶν Πολιτείᾳ",,"fr. 427",6,6.272d,6.103@6.104,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Δηλίων Πολιτείᾳ",,"fr. 443",7,7.296c,7.47,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Θετταλῶν Πολιτείᾳ",,"fr. 452",11,11.499d,11.100,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῇ Κολοφωνίων Πολιτείᾳ",,,"fr. 467",14,14.618e,14.10,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.","ἐν τῇ Κολοφωνίων Πολιτείᾳ",,,"fr. 467",14,14.618f,14.10,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"διὰ τῆς Πολιτείας Κροτωνιατῶν",,"fr. 533",12,12.520c,12.18@12.19,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"διὰ τῆς Πολιτείας Κροτωνιατῶν",,"fr. 533",12,12.520d,12.19,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"διὰ τῆς Πολιτείας Κροτωνιατῶν",,"fr. 534",12,12.523c,12.25,*,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"διὰ τῆς Πολιτείας Κροτωνιατῶν",,"fr. 534",12,12.523d,12.25,*,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"Locrorum reipubl.",,"fr. 499",6,6.264c,6.85@6.86,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Μασσαλιωτῶν Πολιτείᾳ",,"fr. 603",13,13.576a,13.35@13.36,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Μασσαλιωτῶν Πολιτείᾳ",,"fr. 603",13,13.576b,13.36,,,"range end"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Μεθωναίων Πολιτείᾳ",,"fr. 426",6,6.235e,6.27@6.28,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"Milesiorum reipubl",,"fr. 509",12,12.523f,12.26,,,
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Ναξίων Πολιτείᾳ",,"fr. 510",8,8.348a,8.40,,,"range start"
ARISTOTELES,"ὁ Σταγιρίτης",,,,"ὁ Σατυρίτης fort. 13.589c, cf. adn.",Πολιτεῖαι,"ἐν τῇ Ναξίων Πολιτείᾳ",,"fr. 510",8,8.348b,8.40,,,range
