"Alexis","","comicus","","Ἱππίσκος","","11","11.471e","conf. Ἀγωνίς et Ἵππος",""
"Alexis","","comicus","","Ἱππίσκος","","11","11.502b","conf. Ἀγωνίς et Ἵππος",""
"Alexis","","comicus","","Ἵππος","","13","13.610e","nisi pro ἐν Ἵππω aut ἐν Ἱππεῖ legendum aut ἐν Ἱππίσκω",""
"Alexis","","comicus","","Ἰσοστάσιον","","3","3.127c","",""
"Alexis","","comicus","","Ἰσοστάσιον","","4","4.134c","",""
"Alexis","","comicus","","Ἰσοστάσιον","","13","13.568a","",""
"Alexis","","comicus","","Καταψευδόμενος","","6","6.258e","conf. Τοκιστής",""
"Alexis","","comicus","","Κηρυττόμενος","","","","XV T. III p. 265. edit. nostrae",""
"Alexis","","comicus","","Κλεοβουλίνη","","13","13.586a","",""
"Alexis","","comicus","","Κνιδία","","4","4.165d","",""
"Alexis","","comicus","","Κονιάτης","","11","11.500d","",""
"Alexis","","comicus","","Κουρίς","","8","8.362e","",""
"Alexis","","comicus","","Κουρίς","","10","10.422e","",""
"Alexis","","comicus","","Κουρίς","","10","10.443d","",""
"Alexis","","comicus","","Κουρίς","","13","13.567e","",""
"Alexis","","comicus","","Κρατεύας ἢ Φαρμακοπώλης","","3","3.95a","",""
"Alexis","","comicus","","Κρατεύας ἢ Φαρμακοπώλης","","3","3.107a","",""
"Alexis","","comicus","","Κρατεύας ἢ Φαρμακοπώλης","","8","8.340a","",""
"Alexis","","comicus","","Κρατεύας ἢ Φαρμακοπώλης","","15","15.678c","",""
"Alexis","","comicus","","ἐν Φαρμακοπώλῃ ἢ Κρατεύᾳ","","6","6.254a","",""
"Alexis","","comicus","","ἐν Κρατεύα","","8","8.340c","",""
"Alexis","","comicus","","ἐν Κρατεύα","","11","11.473d","",""
"Alexis","","comicus","","Κυβερνήτης","","6","6.237b","",""
"Alexis","","comicus","","Κυβερνήτης","","14","14.652c","",""
"Alexis","","comicus","","Κυβευταί","","3","3.96a","",""
"Alexis","","comicus","","Κύκνος","","11","11.472a","",""
"Alexis","","comicus","","Κύπριος","","3","3.110e","",""
"Alexis","","comicus","","Κύπριος","","3","3.114d","",""
"Alexis","","comicus","","Λαμπάς","","14","14.654f","",""
"Alexis","","comicus","","Λέβης","","3","3.76d","",""
"Alexis","","comicus","","Λέβης","","4","4.170a","",""
"Alexis","","comicus","","Λέβης","","6","6.226a","",""
"Alexis","","comicus","","Λέβης","","9","9.383c","",""
"Alexis","","comicus","","Λεβήτιον","","14","14.661d","",""
"Alexis","","comicus","","Λευκαδία","","11","11.498e","",""
"Alexis","","comicus","","Λευκαδία ἢ Δραπέται","","3","3.94f","",""
"Alexis","","comicus","","Λεύκη","","7","7.322c","",""
"Alexis","","comicus","","Λίνος","","4","4.164b","","range start"
"Alexis","","comicus","","Λίνος","","4","4.164d","","range end"
"Alexis","","comicus","","Λοκροί","","3","3.123e","",""
"Alexis","","comicus","","Λυκίσκος","","13","13.595d","",""
"Alexis","","comicus","","Μανδραγοριζομένη","","3","3.123f","",""
"Alexis","","comicus","","Μανδραγοριζομένη","","8","8.340c","",""
"Alexis","","comicus","","Μανδραγοριζομένη","","8","8.365d","",""
"Alexis","","comicus","","Μανδραγοριζομένη","","12","12.552e","",""
