Name_1,Name_2,Ethnicon,Characterization,Note,Speech,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.638e,14.43,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.638f,14.43,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.639a,14.43,,"range end"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.653d,14.68,,"range start"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.653e,14.68,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.653f,14.68,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",14,14.654a,14.68@14.69,,"range end"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.687d,15.35@15.36,,"range start"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.687e,15.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.687f,15.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688a,15.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688b,15.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688c,15.36@15.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688d,15.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688e,15.37@15.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.688f,15.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689a,15.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689b,15.38@15.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689c,15.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689d,15.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689e,15.39@15.40,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.689f,15.40,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690a,15.40@15.41,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690b,15.41,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690c,15.41,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690d,15.41@15.42,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690e,15.42,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.690f,15.42,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691a,15.42,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691b,15.42@15.43,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691c,15.43@15.44,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691d,15.44,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691e,15.44,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.691f,15.44@15.45,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692a,15.45,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692b,15.45,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692c,15.45@15.46,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692d,15.46,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692e,15.46,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,"et statim pergit",15,15.692f,15.46@15.47,,"range end"
MYRTILVS,,Thessalus,,"Θετταλὸν σόφισμα",,1,1.11b,1.18@1.19,,
MYRTILVS,,Thessalus,,"Θετταλὸν πάλαισμα",,7,7.308b,7.80,,
MYRTILVS,,Thessalus,,"Θετταλὲ ποικιλόδιφρε",,13,13.568d,13.23@13.24,,
MYRTILVS,,Thessalus,,"Θετταλὲ ποικιλόμυθε",,15,15.677a,15.19,,
MYRTILVS,,,grammaticus,"γραμματικώτατε appellatur",,13,13.570b,13.25@13.26,,
MYRTILVS,,,"pater eius κρηπιδοποιός",,,13,13.568e,13.24,,
MYRTILVS,,,"iter fecerat ἐκ Συννάδων εἰς Μητρόπολιν ἀφικνούμενος",,,13,13.574f,13.34,,
MYRTILVS,,,"apud Corinthios publice declamarat",,,13,13.567c,13.21,,
MYRTILVS,,,"apud Corinthios publice declamarat",,,13,13.573c,13.32,,
MYRTILVS,,,"senex est",,,13,13.608f,13.88@13.89,,
MYRTILVS,,,"Ulpiano inimicus",,,13,13.571a,13.27,"ubi τοὐλπιανοῦ legendum pro τοῦ Μάγνου",
MYRTILVS,,,,,loquitur,3,3.83a,3.24@3.25,,
MYRTILVS,,,,,loquitur,3,3.106f,3.69,,"range start"
MYRTILVS,,,,,loquitur,3,3.107a,3.69,,range
MYRTILVS,,,,,loquitur,3,3.107b,3.69,,range
MYRTILVS,,,,,loquitur,3,3.107c,3.69,,range
MYRTILVS,,,,,loquitur,3,3.107d,3.69,,range
MYRTILVS,,,,,loquitur,3,3.107e,3.69@3.70,,range
MYRTILVS,,,,,loquitur,3,3.107f,3.70,,range
MYRTILVS,,,,,loquitur,3,3.108a,3.70@3.71,,range
MYRTILVS,,,,,loquitur,3,3.108b,3.71,,range
MYRTILVS,,,,,loquitur,3,3.108c,3.71,,"range end"
MYRTILVS,,,,,loquitur,3,3.119b,3.88@3.89,,"range start"
MYRTILVS,,,,,loquitur,3,3.119c,3.89,,range
MYRTILVS,,,,,loquitur,3,3.119d,3.89,,range
MYRTILVS,,,,,loquitur,3,3.119e,3.89,,range
MYRTILVS,,,,,loquitur,3,3.119f,3.89@3.90,,range
MYRTILVS,,,,,loquitur,3,3.120a,3.90,,range
MYRTILVS,,,,,loquitur,3,3.120b,3.90@3.91,,"range end"
MYRTILVS,,,,,loquitur,3,3.125a,3.98@3.99,,
MYRTILVS,,,,,loquitur,3,3.125b,3.99,,"range start"
MYRTILVS,,,,,loquitur,3,3.125c,3.99,,range
MYRTILVS,,,,,loquitur,3,3.125d,3.99,,"range end"
MYRTILVS,,,,,loquitur,3,3.125d,3.99,,"range start"
MYRTILVS,,,,,loquitur,3,3.125e,3.99,,range
MYRTILVS,,,,,loquitur,3,3.125f,3.99@3.100,,"range end"
MYRTILVS,,,,,loquitur,7,7.276e,7.3@7.4,,"range start"
MYRTILVS,,,,,loquitur,7,7.276f,7.4,,range
MYRTILVS,,,,,loquitur,7,7.277a,7.4@7.5,,"range end"
MYRTILVS,,,,,loquitur,7,7.308a,7.80,,
MYRTILVS,,,,,loquitur,7,7.308b,7.80,"fortasse etiam ultra","range start"
MYRTILVS,,,,,loquitur,7,7.308c,7.80,"fortasse etiam ultra",range
MYRTILVS,,,,,loquitur,7,7.308d,7.80@7.81,"fortasse etiam ultra","range end"
MYRTILVS,,,,,loquitur,8,8.362a,8.63,,"range start"
MYRTILVS,,,,,loquitur,8,8.362b,8.63,,range
MYRTILVS,,,,,loquitur,8,8.362c,8.63,,range
MYRTILVS,,,,,loquitur,8,8.362d,8.63@8.64,,range
MYRTILVS,,,,,loquitur,8,8.362e,8.64,,range
MYRTILVS,,,,,loquitur,8,8.362f,8.64,,range
MYRTILVS,,,,,loquitur,8,8.363a,8.64,,range
MYRTILVS,,,,,loquitur,8,8.363b,8.64,,range
MYRTILVS,,,,,loquitur,8,8.363c,8.64,,range
MYRTILVS,,,,,loquitur,8,8.363d,8.65,,range
MYRTILVS,,,,,loquitur,8,8.363e,8.65,,range
MYRTILVS,,,,,loquitur,8,8.363f,8.65@8.66,,range
MYRTILVS,,,,,loquitur,8,8.364a,8.66,,range
MYRTILVS,,,,,loquitur,8,8.364b,8.66,,range
MYRTILVS,,,,,loquitur,8,8.364c,8.66,,range
MYRTILVS,,,,,loquitur,8,8.364d,8.66@8.67,,range
MYRTILVS,,,,,loquitur,8,8.364e,8.67,,range
MYRTILVS,,,,,loquitur,8,8.364f,8.68,,range
MYRTILVS,,,,,loquitur,8,8.365a,8.68,,range
MYRTILVS,,,,,loquitur,8,8.365b,8.68,,range
MYRTILVS,,,,,loquitur,8,8.365c,8.68,,range
MYRTILVS,,,,,loquitur,8,8.365d,8.68,,"range end"
MYRTILVS,,,,,loquitur,9,9.373a,9.15,?,"range start"
MYRTILVS,,,,,loquitur,9,9.373b,9.15,?,range
MYRTILVS,,,,,loquitur,9,9.373c,9.15,?,range
MYRTILVS,,,,,loquitur,9,9.373d,9.15,?,range
MYRTILVS,,,,,loquitur,9,9.373e,9.15@9.16,?,range
MYRTILVS,,,,,loquitur,9,9.373f,9.16,?,range
MYRTILVS,,,,,loquitur,9,9.374a,9.16,?,range
MYRTILVS,,,,,loquitur,9,9.374b,9.16,?,range
MYRTILVS,,,,,loquitur,9,9.374c,9.16,?,range
MYRTILVS,,,,,loquitur,9,9.374d,9.16@9.17,?,"range end"
MYRTILVS,,,,,loquitur,9,9.384d,9.33,,"range start"
MYRTILVS,,,,,loquitur,9,9.384e,9.33,,range
MYRTILVS,,,,,loquitur,9,9.384f,9.33@9.34,,"range end"
MYRTILVS,,,,,loquitur,9,9.385a,9.34,,"range start"
MYRTILVS,,,,,loquitur,9,9.385b,9.34,,"range end"
MYRTILVS,,,,,loquitur,9,9.385c,9.34,,"range start"
MYRTILVS,,,,,loquitur,9,9.385d,9.34@9.35,,range
MYRTILVS,,,,,loquitur,9,9.385e,9.35,,range
MYRTILVS,,,,,loquitur,9,9.385f,9.35,,range
MYRTILVS,,,,,loquitur,9,9.386a,9.35,,range
MYRTILVS,,,,,loquitur,9,9.386b,9.35,,range
MYRTILVS,,,,,loquitur,9,9.386c,9.35@9.36,,range
MYRTILVS,,,,,loquitur,9,9.386d,9.36,,"range end"
MYRTILVS,,,,,loquitur,9,9.386e,9.36@9.37,,"range start"
MYRTILVS,,,,,loquitur,9,9.386f,9.37,,range
MYRTILVS,,,,,loquitur,9,9.387a,9.37,,range
MYRTILVS,,,,,loquitur,9,9.387b,9.37,,range
MYRTILVS,,,,,loquitur,9,9.387c,9.37@9.38,,range
MYRTILVS,,,,,loquitur,9,9.387d,9.38,,range
MYRTILVS,,,,,loquitur,9,9.387e,9.38,,range
MYRTILVS,,,,,loquitur,9,9.387f,9.38@9.39,,"range end"
MYRTILVS,,,,,loquitur,9,9.397a,9.55@9.56,,
MYRTILVS,,,,,loquitur,13,13.563d,13.14@13.15,"cf. quae respondet Cynulcus XIII.566e-f","range start"
MYRTILVS,,,,,loquitur,13,13.563e,13.15,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.563f,13.15,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564a,13.16,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564b,13.16,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564c,13.16@13.17,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564d,13.17,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564e,13.17,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.564f,13.17@13.18,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565a,13.18,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565b,13.18,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565c,13.18,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565d,13.18@13.19,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565e,13.19,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.565f,13.19@13.20,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.566a,13.20,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.566b,13.20,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.566c,13.20,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.566d,13.20,"cf. quae respondet Cynulcus XIII.566e-f",range
MYRTILVS,,,,,loquitur,13,13.566e,13.20@13.21,"cf. quae respondet Cynulcus XIII.566e-f","range end"
MYRTILVS,,,,,loquitur,13,13.571a,13.27,,"range start"
MYRTILVS,,,,,loquitur,13,13.571b,13.27@13.28,,range
MYRTILVS,,,,,loquitur,13,13.571c,13.28,,range
MYRTILVS,,,,,loquitur,13,13.571d,13.28,,range
MYRTILVS,,,,,loquitur,13,13.571e,13.28@13.29,,range
MYRTILVS,,,,,loquitur,13,13.571f,13.29,,range
MYRTILVS,,,,,loquitur,13,13.572a,13.29,,range
MYRTILVS,,,,,loquitur,13,13.572b,13.29@13.30,,range
MYRTILVS,,,,,loquitur,13,13.572c,13.30,,range
MYRTILVS,,,,,loquitur,13,13.572d,13.30@13.31,,range
MYRTILVS,,,,,loquitur,13,13.572e,13.31,,range
MYRTILVS,,,,,loquitur,13,13.572f,13.31,,range
MYRTILVS,,,,,loquitur,13,13.573a,13.31,,range
MYRTILVS,,,,,loquitur,13,13.573b,13.31@13.32,,range
MYRTILVS,,,,,loquitur,13,13.573c,13.32,,range
MYRTILVS,,,,,loquitur,13,13.573d,13.32,,range
MYRTILVS,,,,,loquitur,13,13.573e,13.32@13.33,,range
MYRTILVS,,,,,loquitur,13,13.573f,13.33,,range
MYRTILVS,,,,,loquitur,13,13.574a,13.33,,range
MYRTILVS,,,,,loquitur,13,13.574b,13.33,,range
MYRTILVS,,,,,loquitur,13,13.574c,13.33@13.34,,range
MYRTILVS,,,,,loquitur,13,13.574d,13.34,,range
MYRTILVS,,,,,loquitur,13,13.574e,13.34,,range
MYRTILVS,,,,,loquitur,13,13.574f,13.34,,range
MYRTILVS,,,,,loquitur,13,13.575a,13.34@13.35,,range
MYRTILVS,,,,,loquitur,13,13.575b,13.35,,range
MYRTILVS,,,,,loquitur,13,13.575c,13.35,,range
MYRTILVS,,,,,loquitur,13,13.575d,13.35,,range
MYRTILVS,,,,,loquitur,13,13.575e,13.35,,range
MYRTILVS,,,,,loquitur,13,13.575f,13.35,,range
MYRTILVS,,,,,loquitur,13,13.576a,13.35@13.36,,range
MYRTILVS,,,,,loquitur,13,13.576b,13.36,,range
MYRTILVS,,,,,loquitur,13,13.576c,13.37,,range
MYRTILVS,,,,,loquitur,13,13.576d,13.37,,range
MYRTILVS,,,,,loquitur,13,13.576e,13.37,,range
MYRTILVS,,,,,loquitur,13,13.576f,13.37,,range
MYRTILVS,,,,,loquitur,13,13.577a,13.37@13.38,,range
MYRTILVS,,,,,loquitur,13,13.577b,13.38,,range
MYRTILVS,,,,,loquitur,13,13.577c,13.38,,range
MYRTILVS,,,,,loquitur,13,13.577d,13.38@13.39,,range
MYRTILVS,,,,,loquitur,13,13.577e,13.39,,range
MYRTILVS,,,,,loquitur,13,13.577f,13.39@13.40,,range
MYRTILVS,,,,,loquitur,13,13.578a,13.40,,range
MYRTILVS,,,,,loquitur,13,13.578b,13.40@13.41,,range
MYRTILVS,,,,,loquitur,13,13.578c,13.41,,range
MYRTILVS,,,,,loquitur,13,13.578d,13.41,,range
MYRTILVS,,,,,loquitur,13,13.578e,13.41@13.42,,range
MYRTILVS,,,,,loquitur,13,13.578f,13.42,,range
MYRTILVS,,,,,loquitur,13,13.579a,13.42,,range
MYRTILVS,,,,,loquitur,13,13.579b,13.42,,range
MYRTILVS,,,,,loquitur,13,13.579c,13.42,,range
MYRTILVS,,,,,loquitur,13,13.579d,13.42@13.43,,range
MYRTILVS,,,,,loquitur,13,13.579e,13.43,,range
MYRTILVS,,,,,loquitur,13,13.579f,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580a,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580b,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580c,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580d,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580e,13.43,,range
MYRTILVS,,,,,loquitur,13,13.580f,13.43,,range
MYRTILVS,,,,,loquitur,13,13.581a,13.43@13.44,,range
MYRTILVS,,,,,loquitur,13,13.581b,13.44,,range
MYRTILVS,,,,,loquitur,13,13.581c,13.44,,range
MYRTILVS,,,,,loquitur,13,13.581d,13.44,,range
MYRTILVS,,,,,loquitur,13,13.581e,13.44,,range
MYRTILVS,,,,,loquitur,13,13.581f,13.44,,range
MYRTILVS,,,,,loquitur,13,13.582a,13.44,,range
MYRTILVS,,,,,loquitur,13,13.582b,13.44,,range
MYRTILVS,,,,,loquitur,13,13.582c,13.44@13.45,,range
MYRTILVS,,,,,loquitur,13,13.582d,13.45,,range
MYRTILVS,,,,,loquitur,13,13.582e,13.45,,range
MYRTILVS,,,,,loquitur,13,13.582f,13.45,,range
MYRTILVS,,,,,loquitur,13,13.583a,13.45,,range
MYRTILVS,,,,,loquitur,13,13.583b,13.45,,range
MYRTILVS,,,,,loquitur,13,13.583c,13.45,,range
MYRTILVS,,,,,loquitur,13,13.583d,13.45@13.46,,range
MYRTILVS,,,,,loquitur,13,13.583e,13.46,,range
MYRTILVS,,,,,loquitur,13,13.583f,13.46,,range
MYRTILVS,,,,,loquitur,13,13.584a,13.46,,range
MYRTILVS,,,,,loquitur,13,13.584b,13.46@13.47,,range
MYRTILVS,,,,,loquitur,13,13.584c,13.47,,range
MYRTILVS,,,,,loquitur,13,13.584d,13.47,,range
MYRTILVS,,,,,loquitur,13,13.584e,13.47,,range
MYRTILVS,,,,,loquitur,13,13.584f,13.47@13.48,,range
MYRTILVS,,,,,loquitur,13,13.585a,13.48,,range
MYRTILVS,,,,,loquitur,13,13.585b,13.48@13.49,,range
MYRTILVS,,,,,loquitur,13,13.585c,13.49,,range
MYRTILVS,,,,,loquitur,13,13.585d,13.49,,range
MYRTILVS,,,,,loquitur,13,13.585e,13.49,,range
MYRTILVS,,,,,loquitur,13,13.585f,13.49@13.50,,range
MYRTILVS,,,,,loquitur,13,13.586a,13.50,,range
MYRTILVS,,,,,loquitur,13,13.586b,13.50,,range
MYRTILVS,,,,,loquitur,13,13.586c,13.50,,range
MYRTILVS,,,,,loquitur,13,13.586d,13.50,,range
MYRTILVS,,,,,loquitur,13,13.586e,13.51,,range
MYRTILVS,,,,,loquitur,13,13.586f,13.51,,range
MYRTILVS,,,,,loquitur,13,13.587a,13.51,,range
MYRTILVS,,,,,loquitur,13,13.587b,13.51,,range
MYRTILVS,,,,,loquitur,13,13.587c,13.51@13.52,,range
MYRTILVS,,,,,loquitur,13,13.587d,13.52,,range
MYRTILVS,,,,,loquitur,13,13.587e,13.52,,range
MYRTILVS,,,,,loquitur,13,13.587f,13.52@13.53,,"range end"
MYRTILVS,,,,,"et statim pergit",13,13.590a,13.56@13.57,,
MYRTILVS,,,,,"et statim pergit",13,13.590a,13.56@13.57,,"range start"
MYRTILVS,,,,,"et statim pergit",13,13.590b,13.57,,range
MYRTILVS,,,,,"et statim pergit",13,13.590c,13.57@13.58,,range
MYRTILVS,,,,,"et statim pergit",13,13.590d,13.58@13.59,,range
MYRTILVS,,,,,"et statim pergit",13,13.590e,13.59,,range
MYRTILVS,,,,,"et statim pergit",13,13.590f,13.59,,range
MYRTILVS,,,,,"et statim pergit",13,13.591a,13.59,,range
MYRTILVS,,,,,"et statim pergit",13,13.591b,13.59,,range
MYRTILVS,,,,,"et statim pergit",13,13.591c,13.59@13.60,,range
MYRTILVS,,,,,"et statim pergit",13,13.591d,13.60,,range
MYRTILVS,,,,,"et statim pergit",13,13.591e,13.60,,range
MYRTILVS,,,,,"et statim pergit",13,13.591f,13.60@13.61,,range
MYRTILVS,,,,,"et statim pergit",13,13.592a,13.61,,range
MYRTILVS,,,,,"et statim pergit",13,13.592b,13.61@13.62,,range
MYRTILVS,,,,,"et statim pergit",13,13.592c,13.62,,range
MYRTILVS,,,,,"et statim pergit",13,13.592d,13.62,,range
MYRTILVS,,,,,"et statim pergit",13,13.592e,13.62@13.63,,range
MYRTILVS,,,,,"et statim pergit",13,13.592f,13.63,,range
MYRTILVS,,,,,"et statim pergit",13,13.593a,13.63@13.64,,range
MYRTILVS,,,,,"et statim pergit",13,13.593b,13.64,,range
MYRTILVS,,,,,"et statim pergit",13,13.593c,13.64,,range
MYRTILVS,,,,,"et statim pergit",13,13.593d,13.64,,range
MYRTILVS,,,,,"et statim pergit",13,13.593e,13.64@13.65,,range
MYRTILVS,,,,,"et statim pergit",13,13.593f,13.65,,range
MYRTILVS,,,,,"et statim pergit",13,13.594a,13.65,,range
MYRTILVS,,,,,"et statim pergit",13,13.594b,13.65@13.66,,range
MYRTILVS,,,,,"et statim pergit",13,13.594c,13.66,,range
MYRTILVS,,,,,"et statim pergit",13,13.594d,13.66@13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.594e,13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.594f,13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.595a,13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.595b,13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.595c,13.67,,range
MYRTILVS,,,,,"et statim pergit",13,13.595d,13.67@13.68,,range
MYRTILVS,,,,,"et statim pergit",13,13.595e,13.68,,range
MYRTILVS,,,,,"et statim pergit",13,13.595f,13.68,,range
MYRTILVS,,,,,"et statim pergit",13,13.596a,13.68,,range
MYRTILVS,,,,,"et statim pergit",13,13.596b,13.68@13.69,,range
MYRTILVS,,,,,"et statim pergit",13,13.596c,13.69,,range
MYRTILVS,,,,,"et statim pergit",13,13.596d,13.69,,range
MYRTILVS,,,,,"et statim pergit",13,13.596e,13.69@13.70,,range
MYRTILVS,,,,,"et statim pergit",13,13.596f,13.70,,"range end"
MYRTILVS,,,,,"pergit rursus",13,13.610b,13.90@13.91,,
MYRTILVS,,,,,"colloquitur cum Cynulco",13,13.610d,13.91@13.92,"cf. adn.",
MYRTILVS,,,,,"et pergit loqui",13,13.612f,13.95,,
MYRTILVS,,,,,loquitur,14,14.616b,14.5@14.6,"cf. adn. ad XIV.616b","range start"
MYRTILVS,,,,,loquitur,14,14.616c,14.6,"cf. adn. ad XIV.616b",range
MYRTILVS,,,,,loquitur,14,14.616d,14.6,"cf. adn. ad XIV.616b",range
MYRTILVS,,,,,loquitur,14,14.616e,14.6@14.7,"cf. adn. ad XIV.616b","range end"
MYRTILVS,,,,,loquitur,15,15.676e,15.18@15.19,,"range start"
MYRTILVS,,,,,loquitur,15,15.676f,15.19,,"range end"
MYRTILVS,,,,,loquitur,15,15.694e,15.50,,"range start"
MYRTILVS,,,,,loquitur,15,15.694f,15.50,,"range end"
PALAMEDES,,"ὁ Ἐλεατικὸς","ὁ ὀνοματολόγος",,loquitur,9,9.397a,9.55@9.56,,
PHILADELPHVS,,Ptolemaeensis,philosophus,,,1,1.1d,1.2,"cf. praef. I p. vi",
PLVTARCHVS,,Alexandrinus,,,,3,3.118f,3.88,,
PLVTARCHVS,,Alexandrinus,,,,7,7.276a,7.1@7.2,,
PLVTARCHVS,,,grammaticus,,,1,1.1c,1.1@1.2,"cf. praef. I p. vi",
PLVTARCHVS,,,,,loquitur,3,3.83a,3.24@3.25,,"range start"
PLVTARCHVS,,,,,loquitur,3,3.83b,3.25,,"range end"
PLVTARCHVS,,,,,loquitur,3,3.119a,3.88,,"range start"
PLVTARCHVS,,,,,loquitur,3,3.119b,3.88@3.89,,"range end"
PLVTARCHVS,,,,,loquitur,4,4.134d,4.12@4.13,?,"range start"
PLVTARCHVS,,,,,loquitur,4,4.134e,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.134f,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135a,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135b,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135c,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135d,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135e,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.135f,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136a,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136b,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136c,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136d,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136e,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.136f,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.137a,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.137b,4.13,?,range
PLVTARCHVS,,,,,loquitur,4,4.137c,4.13@4.14,?,range
PLVTARCHVS,,,,,loquitur,4,4.137d,4.14,?,range
PLVTARCHVS,,,,,loquitur,4,4.137e,4.14,?,range
PLVTARCHVS,,,,,loquitur,4,4.137f,4.14,?,range
PLVTARCHVS,,,,,loquitur,4,4.138a,4.14,?,range
PLVTARCHVS,,,,,loquitur,4,4.138b,4.14@4.15,?,range
PLVTARCHVS,,,,,loquitur,4,4.138c,4.15,?,range
PLVTARCHVS,,,,,loquitur,4,4.138d,4.15,?,range
PLVTARCHVS,,,,,loquitur,4,4.138e,4.16,?,range
PLVTARCHVS,,,,,loquitur,4,4.138f,4.16,?,range
PLVTARCHVS,,,,,loquitur,4,4.139a,4.16,?,range
PLVTARCHVS,,,,,loquitur,4,4.139b,4.16,?,range
PLVTARCHVS,,,,,loquitur,4,4.139c,4.16@4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.139d,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.139e,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.139f,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.140a,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.140b,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.140c,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.140d,4.17,?,range
PLVTARCHVS,,,,,loquitur,4,4.140e,4.17@4.18,?,range
PLVTARCHVS,,,,,loquitur,4,4.140f,4.18,?,range
PLVTARCHVS,,,,,loquitur,4,4.141a,4.18@4.19,?,range
PLVTARCHVS,,,,,loquitur,4,4.141b,4.19,?,range
PLVTARCHVS,,,,,loquitur,4,4.141c,4.19,?,range
PLVTARCHVS,,,,,loquitur,4,4.141d,4.19,?,range
PLVTARCHVS,,,,,loquitur,4,4.141e,4.19,?,range
PLVTARCHVS,,,,,loquitur,4,4.141f,4.19@4.20,?,range
PLVTARCHVS,,,,,loquitur,4,4.142a,4.20,?,range
