Name_1,Name_2,Ethnicon,Characterization,Note,Speech,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
PLVTARCHVS,,,,,loquitur,4,4.142b,4.20@4.21,?,range
PLVTARCHVS,,,,,loquitur,4,4.142c,4.21,?,range
PLVTARCHVS,,,,,loquitur,4,4.142d,4.21,?,range
PLVTARCHVS,,,,,loquitur,4,4.142e,4.21,?,range
PLVTARCHVS,,,,,loquitur,4,4.142f,4.21,?,range
PLVTARCHVS,,,,,loquitur,4,4.143a,4.21@4.22,?,range
PLVTARCHVS,,,,,loquitur,4,4.143b,4.22,?,range
PLVTARCHVS,,,,,loquitur,4,4.143c,4.22,?,range
PLVTARCHVS,,,,,loquitur,4,4.143d,4.22,?,range
PLVTARCHVS,,,,,loquitur,4,4.143e,4.22,?,range
PLVTARCHVS,,,,,loquitur,4,4.143f,4.22@4.23,?,range
PLVTARCHVS,,,,,loquitur,4,4.144a,4.23,?,range
PLVTARCHVS,,,,,loquitur,4,4.144b,4.23@4.24,?,range
PLVTARCHVS,,,,,loquitur,4,4.144c,4.24,?,range
PLVTARCHVS,,,,,loquitur,4,4.144d,4.24,?,range
PLVTARCHVS,,,,,loquitur,4,4.144e,4.24@4.25,?,range
PLVTARCHVS,,,,,loquitur,4,4.144f,4.25,?,range
PLVTARCHVS,,,,,loquitur,4,4.145a,4.25@4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.145b,4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.145c,4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.145d,4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.145e,4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.145f,4.26,?,range
PLVTARCHVS,,,,,loquitur,4,4.146a,4.26@4.27,?,range
PLVTARCHVS,,,,,loquitur,4,4.146b,4.27,?,range
PLVTARCHVS,,,,,loquitur,4,4.146c,4.27,?,range
PLVTARCHVS,,,,,loquitur,4,4.146d,4.27,?,range
PLVTARCHVS,,,,,loquitur,4,4.146e,4.27,?,range
PLVTARCHVS,,,,,loquitur,4,4.146f,4.27@4.28,?,range
PLVTARCHVS,,,,,loquitur,4,4.147a,4.28,?,range
PLVTARCHVS,,,,,loquitur,4,4.147b,4.28,?,range
PLVTARCHVS,,,,,loquitur,4,4.147c,4.28,?,range
PLVTARCHVS,,,,,loquitur,4,4.147d,4.28,?,range
PLVTARCHVS,,,,,loquitur,4,4.147e,4.28@4.29,?,range
PLVTARCHVS,,,,,loquitur,4,4.147f,4.29,?,range
PLVTARCHVS,,,,,loquitur,4,4.148a,4.29,?,range
PLVTARCHVS,,,,,loquitur,4,4.148b,4.29,?,range
PLVTARCHVS,,,,,loquitur,4,4.148c,4.29,?,range
PLVTARCHVS,,,,,loquitur,4,4.148d,4.29@4.30,?,range
PLVTARCHVS,,,,,loquitur,4,4.148e,4.30,?,range
PLVTARCHVS,,,,,loquitur,4,4.148f,4.30@4.31,?,range
PLVTARCHVS,,,,,loquitur,4,4.149a,4.31,?,range
PLVTARCHVS,,,,,loquitur,4,4.149b,4.31,?,range
PLVTARCHVS,,,,,loquitur,4,4.149c,4.31,?,range
PLVTARCHVS,,,,,loquitur,4,4.149d,4.31@4.32,?,range
PLVTARCHVS,,,,,loquitur,4,4.149e,4.32,?,range
PLVTARCHVS,,,,,loquitur,4,4.149f,4.32,?,range
PLVTARCHVS,,,,,loquitur,4,4.150a,4.32,?,range
PLVTARCHVS,,,,,loquitur,4,4.150b,4.32@4.33,?,range
PLVTARCHVS,,,,,loquitur,4,4.150c,4.33,?,range
PLVTARCHVS,,,,,loquitur,4,4.150d,4.33@4.34,?,range
PLVTARCHVS,,,,,loquitur,4,4.150e,4.34,?,range
PLVTARCHVS,,,,,loquitur,4,4.150f,4.34@4.35,?,range
PLVTARCHVS,,,,,loquitur,4,4.151a,4.35,?,range
PLVTARCHVS,,,,,loquitur,4,4.151b,4.35,?,range
PLVTARCHVS,,,,,loquitur,4,4.151c,4.35,?,range
PLVTARCHVS,,,,,loquitur,4,4.151d,4.35,?,range
PLVTARCHVS,,,,,loquitur,4,4.151e,4.35@4.36,?,range
PLVTARCHVS,,,,,loquitur,4,4.152a,4.36,?,range
PLVTARCHVS,,,,,loquitur,4,4.152b,4.36,?,range
PLVTARCHVS,,,,,loquitur,4,4.152c,4.36,?,range
PLVTARCHVS,,,,,loquitur,4,4.152d,4.36@4.37,?,range
PLVTARCHVS,,,,,loquitur,4,4.152e,4.37,?,range
PLVTARCHVS,,,,,loquitur,4,4.152f,4.37@4.38,?,range
PLVTARCHVS,,,,,loquitur,4,4.153a,4.38,?,range
PLVTARCHVS,,,,,loquitur,4,4.153b,4.38,?,range
PLVTARCHVS,,,,,loquitur,4,4.153c,4.38,?,range
PLVTARCHVS,,,,,loquitur,4,4.153d,4.38@4.39,?,range
PLVTARCHVS,,,,,loquitur,4,4.153e,4.39,?,range
PLVTARCHVS,,,,,loquitur,4,4.153f,4.39,?,range
PLVTARCHVS,,,,,loquitur,4,4.154a,4.39@4.40,?,range
PLVTARCHVS,,,,,loquitur,4,4.154b,4.40,?,range
PLVTARCHVS,,,,,loquitur,4,4.154c,4.40,?,range
PLVTARCHVS,,,,,loquitur,4,4.154d,4.41,?,range
PLVTARCHVS,,,,,loquitur,4,4.154e,4.41,?,range
PLVTARCHVS,,,,,loquitur,4,4.154f,4.41,?,range
PLVTARCHVS,,,,,loquitur,4,4.155a,4.41@4.42,?,range
PLVTARCHVS,,,,,loquitur,4,4.155b,4.42,?,range
PLVTARCHVS,,,,,loquitur,4,4.155c,4.42,?,range
PLVTARCHVS,,,,,loquitur,4,4.155d,4.42,?,range
PLVTARCHVS,,,,,loquitur,4,4.155e,4.42,?,range
PLVTARCHVS,,,,,loquitur,4,4.155f,4.43,?,range
PLVTARCHVS,,,,,loquitur,4,4.156a,4.43@4.44,?,"range end"
PLVTARCHVS,,,,,"ridet Cynulcum",4,4.158d,4.47@4.48,,
PLVTARCHVS,,,,,loquitur,6,6.234c,6.25@6.26,,"range start"
PLVTARCHVS,,,,,loquitur,6,6.234d,6.26,,range
PLVTARCHVS,,,,,loquitur,6,6.234e,6.26,,range
PLVTARCHVS,,,,,loquitur,6,6.234f,6.26,,range
PLVTARCHVS,,,,,loquitur,6,6.235a,6.26,,range
PLVTARCHVS,,,,,loquitur,6,6.235b,6.27,,range
PLVTARCHVS,,,,,loquitur,6,6.235c,6.27,,range
PLVTARCHVS,,,,,loquitur,6,6.235d,6.27,,range
PLVTARCHVS,,,,,loquitur,6,6.235e,6.27@6.28,,range
PLVTARCHVS,,,,,loquitur,6,6.235f,6.28,,range
PLVTARCHVS,,,,,loquitur,6,6.236a,6.28,,range
PLVTARCHVS,,,,,loquitur,6,6.236b,6.28@6.29,,range
PLVTARCHVS,,,,,loquitur,6,6.236c,6.29,,range
PLVTARCHVS,,,,,loquitur,6,6.236d,6.29,,range
PLVTARCHVS,,,,,loquitur,6,6.236e,6.29@6.30,,range
PLVTARCHVS,,,,,loquitur,6,6.236f,6.30,,range
PLVTARCHVS,,,,,loquitur,6,6.237a,6.30@6.31,,range
PLVTARCHVS,,,,,loquitur,6,6.237b,6.31,,range
PLVTARCHVS,,,,,loquitur,6,6.237c,6.31,,range
PLVTARCHVS,,,,,loquitur,6,6.237d,6.31@6.32,,range
PLVTARCHVS,,,,,loquitur,6,6.237e,6.32,,range
PLVTARCHVS,,,,,loquitur,6,6.237f,6.32@6.33,,range
PLVTARCHVS,,,,,loquitur,6,6.238a,6.33,,range
PLVTARCHVS,,,,,loquitur,6,6.238b,6.33@6.34,,range
PLVTARCHVS,,,,,loquitur,6,6.238c,6.34,,range
PLVTARCHVS,,,,,loquitur,6,6.238d,6.34@6.35,,range
PLVTARCHVS,,,,,loquitur,6,6.238e,6.35,,range
PLVTARCHVS,,,,,loquitur,6,6.238f,6.35,,range
PLVTARCHVS,,,,,loquitur,6,6.239a,6.35@6.36,,range
PLVTARCHVS,,,,,loquitur,6,6.239b,6.36,,range
PLVTARCHVS,,,,,loquitur,6,6.239c,6.36,,range
PLVTARCHVS,,,,,loquitur,6,6.239d,6.36,,range
PLVTARCHVS,,,,,loquitur,6,6.239e,6.36,,range
PLVTARCHVS,,,,,loquitur,6,6.239f,6.36@6.37,,range
PLVTARCHVS,,,,,loquitur,6,6.240a,6.37,,range
PLVTARCHVS,,,,,loquitur,6,6.240b,6.37,,range
PLVTARCHVS,,,,,loquitur,6,6.240c,6.37@6.38,,range
PLVTARCHVS,,,,,loquitur,6,6.240d,6.38,,range
PLVTARCHVS,,,,,loquitur,6,6.240e,6.38,,range
PLVTARCHVS,,,,,loquitur,6,6.240f,6.38,,range
PLVTARCHVS,,,,,loquitur,6,6.241a,6.39,,range
PLVTARCHVS,,,,,loquitur,6,6.241b,6.39,,range
PLVTARCHVS,,,,,loquitur,6,6.241c,6.39,,range
PLVTARCHVS,,,,,loquitur,6,6.241d,6.39,,range
PLVTARCHVS,,,,,loquitur,6,6.241e,6.39@6.40,,range
PLVTARCHVS,,,,,loquitur,6,6.241f,6.40,,range
PLVTARCHVS,,,,,loquitur,6,6.242a,6.40,,range
PLVTARCHVS,,,,,loquitur,6,6.242b,6.40,,range
PLVTARCHVS,,,,,loquitur,6,6.242c,6.40@6.41,,range
PLVTARCHVS,,,,,loquitur,6,6.242d,6.41,,range
PLVTARCHVS,,,,,loquitur,6,6.242e,6.41,,range
PLVTARCHVS,,,,,loquitur,6,6.242f,6.41@6.42,,range
PLVTARCHVS,,,,,loquitur,6,6.243a,6.42,,range
PLVTARCHVS,,,,,loquitur,6,6.243b,6.42,,range
PLVTARCHVS,,,,,loquitur,6,6.243c,6.42,,range
PLVTARCHVS,,,,,loquitur,6,6.243d,6.42@6.43,,range
PLVTARCHVS,,,,,loquitur,6,6.243e,6.43,,range
PLVTARCHVS,,,,,loquitur,6,6.243f,6.43,,range
PLVTARCHVS,,,,,loquitur,6,6.244a,6.43,,range
PLVTARCHVS,,,,,loquitur,6,6.244b,6.44,,range
PLVTARCHVS,,,,,loquitur,6,6.244c,6.44,,range
PLVTARCHVS,,,,,loquitur,6,6.244d,6.44@6.45,,range
PLVTARCHVS,,,,,loquitur,6,6.244e,6.45,,range
PLVTARCHVS,,,,,loquitur,6,6.244f,6.45,,range
PLVTARCHVS,,,,,loquitur,6,6.245a,6.45@6.46,,range
PLVTARCHVS,,,,,loquitur,6,6.245b,6.46,,range
PLVTARCHVS,,,,,loquitur,6,6.245c,6.46,,range
PLVTARCHVS,,,,,loquitur,6,6.245d,6.47,,range
PLVTARCHVS,,,,,loquitur,6,6.245e,6.47,,range
PLVTARCHVS,,,,,loquitur,6,6.245f,6.47,,range
PLVTARCHVS,,,,,loquitur,6,6.246a,6.47@6.48,,range
PLVTARCHVS,,,,,loquitur,6,6.246b,6.48,,range
PLVTARCHVS,,,,,loquitur,6,6.246c,6.48@6.49,,range
PLVTARCHVS,,,,,loquitur,6,6.246d,6.49,,range
PLVTARCHVS,,,,,loquitur,6,6.246e,6.49,,range
PLVTARCHVS,,,,,loquitur,6,6.246f,6.50,,range
PLVTARCHVS,,,,,loquitur,6,6.247a,6.50@6.51,,range
PLVTARCHVS,,,,,loquitur,6,6.247b,6.51,,range
PLVTARCHVS,,,,,loquitur,6,6.247c,6.51,,range
PLVTARCHVS,,,,,loquitur,6,6.247d,6.51@6.52,,range
PLVTARCHVS,,,,,loquitur,6,6.247e,6.52,,range
PLVTARCHVS,,,,,loquitur,6,6.247f,6.52,,range
PLVTARCHVS,,,,,loquitur,6,6.248a,6.52,,range
PLVTARCHVS,,,,,loquitur,6,6.248b,6.52,,range
PLVTARCHVS,,,,,loquitur,6,6.248c,6.52@6.53,,"range end"
PLVTARCHVS,,,,,loquitur,7,7.276a,7.1@7.2,,"range start"
PLVTARCHVS,,,,,loquitur,7,7.276b,7.2,,range
PLVTARCHVS,,,,,loquitur,7,7.276c,7.2@7.3,,"range end"
PLVTARCHVS,,,,,loquitur,8,8.359d,8.58@8.59,,"range start"
PLVTARCHVS,,,,,loquitur,8,8.359e,8.59,,range
PLVTARCHVS,,,,,loquitur,8,8.359f,8.59,,range
PLVTARCHVS,,,,,loquitur,8,8.360a,8.59,,range
PLVTARCHVS,,,,,loquitur,8,8.360b,8.59@8.60,,range
PLVTARCHVS,,,,,loquitur,8,8.360c,8.60,,range
PLVTARCHVS,,,,,loquitur,8,8.360d,8.60@8.61,,range
PLVTARCHVS,,,,,loquitur,8,8.360e,8.61,,range
PLVTARCHVS,,,,,loquitur,8,8.360f,8.61,,range
PLVTARCHVS,,,,,loquitur,8,8.361a,8.61,,range
PLVTARCHVS,,,,,loquitur,8,8.361b,8.61,,range
PLVTARCHVS,,,,,loquitur,8,8.361c,8.61@8.62,,range
PLVTARCHVS,,,,,loquitur,8,8.361d,8.62,,range
PLVTARCHVS,,,,,loquitur,8,8.361e,8.62@8.63,,"range end"
PLVTARCHVS,,,,,loquitur,9,9.384a,9.32,,"range start"
PLVTARCHVS,,,,,loquitur,9,9.384b,9.32,,range
PLVTARCHVS,,,,,loquitur,9,9.384c,9.32@9.33,,"range end"
PLVTARCHVS,,,,,"promiserat de vasis potoriis disputationem",11,11.460a,11.1,"cf. adn.",
PLVTARCHVS,,,,,"promissis stat",11,11.461e,11.4@11.5,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv","range start"
PLVTARCHVS,,,,,"promissis stat",11,11.461f,11.5,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462a,11.5@11.6,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462b,11.6,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462c,11.6@11.7,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462d,11.7,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462e,11.7,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.462f,11.7,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463a,11.7@11.8,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463b,11.8,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463c,11.8@11.9,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463d,11.9,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463e,11.9@11.10,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.463f,11.10,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464a,11.10@11.11,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464b,11.11,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464c,11.11,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464d,11.11@11.12,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464e,11.12@11.13,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.464f,11.13,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465a,11.13,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465b,11.13,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465c,11.13@11.14,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465d,11.14,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465e,11.14,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.465f,11.14,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466a,11.14@11.15,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466b,11.15,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466c,11.15,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466d,11.15@11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.781b,11.15,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.781c,11.15@11.16,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.781d,11.16,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.781e,11.17,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.781f,11.17,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782a,11.17@11.18,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782b,11.18@11.19,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782c,11.20@11.21,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782d,11.21@11.22,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782e,11.22,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.782f,11.22@11.23,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783a,11.23@11.24,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783b,11.24,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783c,11.24@11.25,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783d,11.25,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783e,11.25@11.26,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.783f,11.26,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.784a,11.26@11.27,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.784b,11.27@11.28,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.784c,11.28,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.784d,11.29@11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466d,11.15@11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466e,11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.466f,11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467a,11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467b,11.30,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467c,11.30@11.31,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467d,11.32,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467e,11.32,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.467f,11.32,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468a,11.33,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468b,11.33,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468c,11.34,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468d,11.34,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468e,11.34,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.468f,11.34@11.35,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469a,11.35@11.36,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469b,11.36@11.37,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469c,11.37@11.38,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469d,11.38,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469e,11.38,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.469f,11.38@11.39,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470a,11.39,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470b,11.39,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470c,11.39,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470d,11.39@11.40,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470e,11.41,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.470f,11.41,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471a,11.41,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471b,11.41,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471c,11.41@11.42,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471d,11.42,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471e,11.42,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.471f,11.42@11.43,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472a,11.43,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472b,11.43,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472c,11.43@11.44,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472d,11.44,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472e,11.44@11.45,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.472f,11.45,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473a,11.45,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473b,11.45@11.46,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473c,11.46,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473d,11.47,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473e,11.47,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.473f,11.47,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474a,11.47@11.48,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474b,11.48,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474c,11.48,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474d,11.48,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474e,11.48@11.49,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.474f,11.49,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475a,11.49,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475b,11.49,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475c,11.49@11.50,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475d,11.50,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475e,11.50,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.475f,11.50,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
